------Emission Probability------
actins NNS 0.000118553645525
nonexistent JJ 8.62663906142e-05
payout NN 7.43162901308e-05
pawn VB 0.000105529759392
revolutions NNS 0.000118553645525
maintenance NN 0.000260107015458
launched VBD 0.000555247084953
salary JJ 8.62663906142e-05
bowl NNP 8.03277371676e-05
reball NN 3.71581450654e-05
assets NNS 0.00106698280972
intrigued VBN 0.000252143217347
touching VBG 0.000600600600601
arm VBP 0.000186081131373
flush VB 0.000105529759392
you PRP 0.175592553104
pick VB 0.00221612494724
transformational JJ 8.62663906142e-05
overseas JJ 0.000172532781228
flooring NN 0.000111474435196
massacre NN 3.71581450654e-05
solicit VBP 0.000186081131373
lube NNP 8.03277371676e-05
} -RRB- 0.000993048659384
distinction NN 0.000148632580262
01/25/2001 CD 0.000500500500501
lemonade NN 3.71581450654e-05
chiara NNP 0.000160655474335
gas VB 0.000105529759392
beards NNS 0.000118553645525
limited JJ 0.000862663906142
silly JJ 8.62663906142e-05
conscience NN 7.43162901308e-05
jolla NNP 0.000240983211503
deficiency NN 3.71581450654e-05
biosphere NN 3.71581450654e-05
sun. NNP 0.000160655474335
carcinoma NN 3.71581450654e-05
sacre NNP 8.03277371676e-05
obviously RB 0.00147737765466
light JJ 0.000345065562457
for GW 0.0136054421769
??? SYM 0.00641025641026
unanimously RB 0.000184672206833
composed VBN 0.000252143217347
primary JJ 0.000431331953071
tom NN 3.71581450654e-05
familia NN 3.71581450654e-05
rnr NN 3.71581450654e-05
exist VBP 0.000744324525493
licking VBG 0.000600600600601
compression NN 3.71581450654e-05
attach VBP 0.000186081131373
processing VBG 0.000900900900901
saintly JJ 0.000172532781228
determined VBN 0.00151285930408
spurt NN 3.71581450654e-05
competitive JJ 0.000776397515528
panera NNP 8.03277371676e-05
terrible JJ 0.0012077294686
77042-2016 CD 0.00025025025025
janice NNP 0.000401638685838
bhutan NNP 0.000240983211503
fannin NNP 8.03277371676e-05
welcomed VBN 0.000756429652042
data NN 0.000557372175981
noble JJ 0.000172532781228
coordinator's NNS 0.000118553645525
localized VBN 0.000252143217347
springs NNS 0.000355660936574
holds VBZ 0.00109217999126
minutes NNS 0.00509780675756
emercom NNP 8.03277371676e-05
o&m NNP 8.03277371676e-05
ballroom NN 7.43162901308e-05
financial NNP 0.000160655474335
mayur...@yahoo.com ADD 0.00684931506849
play VBP 0.00130256791961
| , 0.00012411567581
polygamous JJ 0.000345065562457
brats NNS 0.000118553645525
laughing VBG 0.0012012012012
tires NNS 0.000948429164197
testing NN 0.000111474435196
lasting VBG 0.000600600600601
challenging JJ 0.000345065562457
non-commercial JJ 0.000258799171843
about JJ 0.000345065562457
forged VBN 0.000252143217347
0800 CD 0.00025025025025
peters NNP 8.03277371676e-05
protocol NNP 8.03277371676e-05
3. CD 0.00025025025025
approved VBD 0.00148065889321
minimum JJ 0.000517598343685
died VBD 0.00203590597816
volume NN 0.000111474435196
trades NNS 0.000237107291049
wonder VBP 0.00148864905099
sex NN 0.000148632580262
fleshing VBG 0.000600600600601
attempted VBD 0.000555247084953
irrational JJ 8.62663906142e-05
fascist JJ 8.62663906142e-05
dillards NNP 8.03277371676e-05
relay VB 0.000105529759392
intellect NN 3.71581450654e-05
cross-examination NN 3.71581450654e-05
benedict NN 3.71581450654e-05
guest NN 0.000185790725327
’s PRP 8.20142704831e-05
faster RBR 0.00724637681159
offsite NN 3.71581450654e-05
peking NNP 8.03277371676e-05
crepes NNPS 0.00200803212851
endorsements NNS 0.000118553645525
popular JJ 0.0012077294686
pro-india JJ 0.000172532781228
17 CD 0.0025025025025
disk NN 3.71581450654e-05
void JJ 8.62663906142e-05
split VB 0.000211059518784
bleak JJ 8.62663906142e-05
starting VBG 0.0045045045045
hight NN 3.71581450654e-05
fro IN 4.8257890165e-05
earl NNP 0.000401638685838
winging VBG 0.0003003003003
gratefully RB 9.23361034164e-05
parmesan NN 3.71581450654e-05
seasons NNS 0.000237107291049
finalizing VBG 0.0003003003003
portends VBZ 0.000218435998253
enrononline NNP 0.00104426058318
ridiculized VBD 0.000185082361651
mosquito NN 3.71581450654e-05
expense NN 0.000222948870392
soo RB 9.23361034164e-05
prc NNP 8.03277371676e-05
http://www.restaurant.com ADD 0.00342465753425
refold VBP 0.000186081131373
wud MD 0.000303582270795
defied VBD 0.000185082361651
tampa NNP 0.000160655474335
macro JJ 8.62663906142e-05
margaret NNP 0.000160655474335
germany NNP 0.000642621897341
forget VB 0.0013718868721
e.g FW 0.010752688172
bridgeline NNP 8.03277371676e-05
thinnest JJS 0.00261096605744
alt.animals.felines.snowleopards NN 3.71581450654e-05
waziristan NNP 8.03277371676e-05
traveled VBD 0.000740329446604
assignment NN 7.43162901308e-05
obvious JJ 0.000431331953071
chimichangas NNS 0.000118553645525
jui NNP 8.03277371676e-05
ridiculed VBN 0.000252143217347
traveled VBN 0.000756429652042
view VBP 0.000372162262747
golf NN 7.43162901308e-05
amore NNP 8.03277371676e-05
concentric JJ 8.62663906142e-05
mcnealy NNP 8.03277371676e-05
retardation NN 3.71581450654e-05
describe VBP 0.000372162262747
established VBN 0.00277357539082
darn NN 3.71581450654e-05
vacuum NN 3.71581450654e-05
agip NNP 8.03277371676e-05
adnan GW 0.00340136054422
watch VBP 0.000744324525493
signal VB 0.000105529759392
islands NNS 0.0014226437463
hamas NNP 0.000481966423006
lithos NNS 0.000118553645525
iw PRP 8.20142704831e-05
rat NNP 8.03277371676e-05
backing VBG 0.000600600600601
2000 CD 0.00975975975976
reluctantly RB 9.23361034164e-05
faces NNS 0.000118553645525
205 CD 0.00025025025025
mama NNP 0.000160655474335
jet NN 7.43162901308e-05
undercurrents NNS 0.000118553645525
mannered JJ 8.62663906142e-05
carreau NNP 8.03277371676e-05
`s VBZ 0.00196592398427
### NFP 0.00295857988166
overcome VB 0.000316589278176
lihaibi NNP 8.03277371676e-05
jpy NNS 0.000118553645525
281-443-3744 CD 0.000500500500501
cehf NN 3.71581450654e-05
hand VB 0.000105529759392
parties NNS 0.00189685832839
nailed VBD 0.000185082361651
7.22 CD 0.00025025025025
300 CD 0.00275275275275
scenes NNS 0.000237107291049
harbouring VBG 0.0003003003003
servant NN 7.43162901308e-05
evaluate VB 0.000316589278176
joined VBN 0.000252143217347
welcome JJ 0.000345065562457
stairs NNS 0.000355660936574
abrasive JJ 8.62663906142e-05
normall JJ 8.62663906142e-05
dmetcalfe@cullenanddykman.com ADD 0.00342465753425
tastings NNS 0.000237107291049
05 CD 0.000500500500501
non-arab JJ 8.62663906142e-05
haiti NNP 8.03277371676e-05
litter NN 0.000222948870392
sanctuary JJ 8.62663906142e-05
croall NNP 8.03277371676e-05
basket NN 3.71581450654e-05
chinatown NNP 0.000240983211503
hooptie NN 3.71581450654e-05
montana NNP 0.000160655474335
eat VBP 0.00055824339412
benefit NN 0.000445897740785
crumpled VBN 0.000252143217347
convinced JJ 0.000172532781228
highly RB 0.00480147737765
obligation NN 0.000185790725327
words NNS 0.00177830468287
notepad NN 0.000111474435196
anti-israeli JJ 8.62663906142e-05
mayes NNP 8.03277371676e-05
prove VB 0.00116082735331
males NNS 0.000474214582098
horatio NNP 8.03277371676e-05
nesting VBG 0.0003003003003
windfall NN 3.71581450654e-05
jones NNP 0.00104426058318
cells NNS 0.000592768227623
blackline GW 0.00680272108844
classmates NNS 0.000118553645525
quebecker NNP 8.03277371676e-05
merging VBG 0.000600600600601
debris NN 3.71581450654e-05
blair NNP 0.000401638685838
cultures NNS 0.000355660936574
developments NNS 0.00106698280972
trot VB 0.000316589278176
juno NNP 8.03277371676e-05
min NNS 0.000237107291049
calif NNP 8.03277371676e-05
sets VBZ 0.000655307994758
somewhere RB 0.00147737765466
advance NNP 8.03277371676e-05
resident NN 7.43162901308e-05
higher RBR 0.00724637681159
developing VBG 0.0024024024024
aunte NN 3.71581450654e-05
garibaldi NNP 0.000160655474335
seed NN 0.000148632580262
undertaken VBN 0.000252143217347
10:34 CD 0.000500500500501
voicing VBG 0.0003003003003
soldiers NNS 0.00189685832839
needs NNS 0.00213396561944
reconciling NN 7.43162901308e-05
smacks VBZ 0.000218435998253
med NNP 8.03277371676e-05
digital JJ 0.000431331953071
payable JJ 0.000258799171843
almost RB 0.00424746075716
screams NNS 0.000118553645525
crossbred VBN 0.000252143217347
crosse NNP 8.03277371676e-05
traveling VBG 0.0024024024024
hinges NNS 0.000118553645525
pma NNP 8.03277371676e-05
stooge NN 3.71581450654e-05
registrar NN 3.71581450654e-05
iii CD 0.00025025025025
680 CD 0.000500500500501
databases NNS 0.000237107291049
senatorial JJ 8.62663906142e-05
unpleasantly RB 9.23361034164e-05
mingle VB 0.000105529759392
military NNP 8.03277371676e-05
assistance NNP 8.03277371676e-05
skipping VBG 0.000600600600601
bbc NNP 0.000160655474335
mudo NNP 8.03277371676e-05
stakes NNS 0.000118553645525
unreported VBN 0.000504286434695
uppercasing NN 3.71581450654e-05
quit VB 0.000211059518784
attract VB 0.000422119037569
havoc NN 3.71581450654e-05
assistant NN 0.000222948870392
16s NNS 0.000118553645525
elevator NN 3.71581450654e-05
elections NNS 0.00379371665679
ecosystems NNS 0.000355660936574
introduction NN 3.71581450654e-05
follow VBZ 0.000218435998253
nationwide NNP 8.03277371676e-05
optical JJ 8.62663906142e-05
examining VBG 0.000600600600601
follow VBP 0.00055824339412
quo NN 7.43162901308e-05
hav VB 0.000105529759392
kitty NN 0.000111474435196
guantanamo NNP 0.000321310948671
gaming NNP 8.03277371676e-05
solar JJ 0.000172532781228
reschedule VB 0.000105529759392
hillegonds NNP 8.03277371676e-05
h. NNP 8.03277371676e-05
specialist JJ 8.62663906142e-05
angels NNS 0.000118553645525
images NNS 0.000711321873148
eerie JJ 0.000345065562457
renting VBG 0.0003003003003
karol NNP 0.000160655474335
more JJR 0.34592445328
vanguards NNPS 0.00803212851406
prayer NN 7.43162901308e-05
03/10/2000 CD 0.00025025025025
met VBD 0.00185082361651
lotus NNP 8.03277371676e-05
durability NN 3.71581450654e-05
locker NN 7.43162901308e-05
inferiority NN 3.71581450654e-05
rated VBN 0.000504286434695
switching VBG 0.0003003003003
dpr NN 0.000111474435196
horribly RB 9.23361034164e-05
jurisdictions NNS 0.000237107291049
outlined VBN 0.000252143217347
rated VBD 0.000185082361651
excellant JJ 8.62663906142e-05
deliberate JJ 0.000172532781228
sickest JJS 0.00261096605744
248 CD 0.00025025025025
semi-sketchiness NN 3.71581450654e-05
furnace NN 0.000111474435196
formality NN 3.71581450654e-05
settings NNS 0.000118553645525
taliban NNPS 0.00602409638554
egypt NNP 0.000642621897341
yoga NN 0.000371581450654
ld2d-#69381-1.doc NN 7.43162901308e-05
convoys NNS 0.000118553645525
faltering VBG 0.0003003003003
tenants NNS 0.000118553645525
published VBN 0.00151285930408
swing NN 0.000111474435196
designed VBN 0.00353000504286
armature NN 3.71581450654e-05
powersports NNPS 0.00200803212851
meets VBZ 0.000218435998253
rogers NNP 0.000240983211503
confirmations NNS 0.000118553645525
peddles NNS 0.000118553645525
advancements NNS 0.000118553645525
ages NNS 0.000118553645525
wrong JJ 0.00258799171843
chords NNS 0.000118553645525
used VBN 0.0156328794755
secretary NN 0.000111474435196
pathalias NN 3.71581450654e-05
blizzard NNP 8.03277371676e-05
less JJR 0.0477137176938
less JJS 0.00522193211488
points NNS 0.00426793123889
exercise NNP 8.03277371676e-05
healthy JJ 0.00112146307798
company NN 0.00312128418549
faced VBN 0.000504286434695
towns NNS 0.000948429164197
realise VBP 0.000186081131373
heineken NNP 8.03277371676e-05
faced VBD 0.000555247084953
kyle.jones@radianz.com ADD 0.00684931506849
enlarging VBG 0.0003003003003
?? . 0.00145391102065
waitresses NNS 0.000118553645525
divisions NNS 0.000829875518672
http://www.flickr.com/photos/adamtolle/6094960940/in/set-72157627535453128/ ADD 0.00342465753425
11:02 CD 0.00025025025025
cost NN 0.00148632580262
centres NNS 0.000237107291049
professor NNP 0.000240983211503
the RB 0.000184672206833
oily JJ 8.62663906142e-05
carried VBD 0.000925411808255
http://digon_va.tripod.com/chernobyl.htm ADD 0.00342465753425
entirely RB 0.000923361034164
pelham NN 3.71581450654e-05
f.o.b. NNP 0.000160655474335
acquainted JJ 8.62663906142e-05
dine VB 0.000527648796961
e-mails NNS 0.000237107291049
health NN 0.00104042806183
unprofessional JJ 8.62663906142e-05
hoped VBD 0.000370164723302
utensils NNS 0.000237107291049
arrv. VB 0.000422119037569
36 CD 0.000750750750751
womanish JJ 8.62663906142e-05
warmly RB 0.000184672206833
braman NNP 8.03277371676e-05
leasing NNP 8.03277371676e-05
install VBP 0.000186081131373
http://www.petsathome.com/shop/combi-1-dwarf-hamster-cage-by-ferplast-15986 ADD 0.00342465753425
luna's NNS 0.000118553645525
content JJ 8.62663906142e-05
calling VBG 0.0042042042042
hoped VBP 0.000186081131373
scottish JJ 8.62663906142e-05
saturday NNP 0.00144589926902
misc.consumers.frugal-living NN 3.71581450654e-05
fastest JJS 0.00261096605744
chavez NNP 0.000160655474335
libeled VBD 0.000185082361651
chelan NNP 8.03277371676e-05
yummy NNP 8.03277371676e-05
nationalist JJ 8.62663906142e-05
square NN 3.71581450654e-05
instep NNP 8.03277371676e-05
scorn NN 3.71581450654e-05
lose VB 0.000211059518784
swell JJ 8.62663906142e-05
viewing VBG 0.0003003003003
2010 CD 0.0015015015015
cousins NNS 0.000118553645525
crap NN 0.000260107015458
ran VBD 0.00166574125486
recall VB 0.000738708315745
synthetic JJ 8.62663906142e-05
confirming VBG 0.0015015015015
ran VBN 0.000504286434695
retailers NNS 0.000118553645525
lou NNP 0.000240983211503
exclusion NN 7.43162901308e-05
heating NNP 0.000160655474335
affection NN 7.43162901308e-05
in RP 0.0503311258278
reaffirmed VBN 0.000252143217347
cuba NNP 8.03277371676e-05
ginger NNP 8.03277371676e-05
tripadvisor NNP 8.03277371676e-05
pickling VBG 0.0003003003003
boats NNS 0.000118553645525
+1 CD 0.000750750750751
grandma NN 0.000148632580262
patel NNP 8.03277371676e-05
69 CD 0.000750750750751
===> NFP 0.00295857988166
endo NNP 0.000160655474335
bar VB 0.000105529759392
nimr NNP 0.000160655474335
costly JJ 0.000258799171843
screwed VBN 0.000252143217347
ebs NNP 0.000481966423006
alan NNP 0.000240983211503
ceases VBZ 0.000218435998253
master NN 0.000594530321046
allows VBZ 0.000218435998253
muster NN 3.71581450654e-05
dulaym NNP 8.03277371676e-05
carnival NNP 0.000481966423006
paradero NNP 0.000160655474335
scanning VBG 0.0003003003003
http://www.railroadredux.com/tag/northwest-shortline/ ADD 0.00342465753425
meet VBP 0.00055824339412
tourists NNS 0.000948429164197
go NNP 8.03277371676e-05
folds VBZ 0.000218435998253
sumatra NNP 8.03277371676e-05
chocolate NN 0.000185790725327
sworn VBN 0.000504286434695
hay NN 7.43162901308e-05
settled JJ 8.62663906142e-05
so GW 0.00680272108844
caroline GW 0.00340136054422
tca NN 3.71581450654e-05
switched VBN 0.000252143217347
diplomats NNS 0.000474214582098
hats NNPS 0.00200803212851
laurie.ellis@enron.com ADD 0.013698630137
canadian NNP 0.000401638685838
m.nordstrom@pecorp.com ADD 0.0102739726027
=================================================== NFP 0.00295857988166
lane NN 3.71581450654e-05
filmed VBN 0.000756429652042
cichlid NN 3.71581450654e-05
headcount NN 3.71581450654e-05
trouble JJ 0.000172532781228
763736 CD 0.00125125125125
corssing NN 3.71581450654e-05
salatim NNS 0.000118553645525
dewhurst NNP 8.03277371676e-05
3:29 CD 0.00025025025025
innkeepers NNS 0.000118553645525
favor VBP 0.000186081131373
syria NNP 0.00144589926902
inspectors NNS 0.000118553645525
polite NN 3.71581450654e-05
deliberately RB 0.000369344413666
non-veg JJ 8.62663906142e-05
testified VBD 0.000370164723302
essg NNP 8.03277371676e-05
eve. NN 3.71581450654e-05
sailors NNS 0.000118553645525
trashy JJ 8.62663906142e-05
hunting VBG 0.000600600600601
wars NNPS 0.0140562248996
sciences NNPS 0.00200803212851
educational JJ 0.000431331953071
imbalances NNS 0.000118553645525
finance NNP 0.000240983211503
views NNS 0.000829875518672
operated VBN 0.000504286434695
stategy NN 3.71581450654e-05
last NNP 8.03277371676e-05
northern JJ 0.00103519668737
ip NNP 8.03277371676e-05
mediterranean NNP 8.03277371676e-05
straight JJ 0.000258799171843
7/26/08 CD 0.00025025025025
asansol NNP 0.000160655474335
recipient NN 0.000371581450654
glacier NNP 8.03277371676e-05
sale VB 0.000211059518784
forced VBD 0.000185082361651
takes VBZ 0.00524246395806
accomplishment NN 7.43162901308e-05
jury NN 0.000148632580262
tracked VBD 0.000370164723302
fades VBZ 0.000218435998253
bethesda NNP 8.03277371676e-05
called VBN 0.0121028744327
slip NN 7.43162901308e-05
visa NN 0.000631688466112
implies VBZ 0.000218435998253
teach VB 0.000105529759392
panicking VBG 0.0003003003003
sponoring VBG 0.0003003003003
repaired VBN 0.000756429652042
gtcs NNS 0.000118553645525
1341 CD 0.00025025025025
ourselves PRP 0.000574099893381
hype NN 3.71581450654e-05
mattered VBD 0.000185082361651
billiard NN 3.71581450654e-05
cintra NNP 8.03277371676e-05
wish VB 0.000211059518784
park VB 0.000422119037569
obliged VBN 0.000252143217347
parochial JJ 8.62663906142e-05
cuddly JJ 8.62663906142e-05
agreement GW 0.0102040816327
unruly JJ 8.62663906142e-05
stressed VBN 0.000504286434695
database NN 7.43162901308e-05
mid-1980s NNS 0.000118553645525
t1 NN 3.71581450654e-05
>> -RRB- 0.0476663356504
booming VBG 0.0003003003003
era NN 7.43162901308e-05
iranian JJ 0.0012077294686
convincing JJ 0.000172532781228
lange NNP 8.03277371676e-05
memorial JJ 8.62663906142e-05
defeat NN 3.71581450654e-05
fucking JJ 8.62663906142e-05
driving NN 0.000185790725327
terrorism NN 0.000520214030916
valuing VBG 0.000900900900901
baby NNP 8.03277371676e-05
chased VBN 0.000252143217347
ucas NNP 0.000160655474335
screwed VBD 0.000185082361651
counterattacked VBD 0.000185082361651
10:30 CD 0.001001001001
precise JJ 8.62663906142e-05
earlier RB 0.000554016620499
higher NNP 8.03277371676e-05
roadside NN 0.000111474435196
lot NN 0.00345570749108
wagon NN 7.43162901308e-05
snap NN 3.71581450654e-05
reproductive JJ 8.62663906142e-05
googol NNP 8.03277371676e-05
exciting JJ 8.62663906142e-05
purge VB 0.000105529759392
hating VBG 0.0003003003003
postage NN 3.71581450654e-05
collected VBN 0.00126071608674
ring NN 0.000148632580262
kb NN 3.71581450654e-05
college NN 0.00048305588585
mo NNP 8.03277371676e-05
filler NN 3.71581450654e-05
practice VB 0.000211059518784
misery NN 3.71581450654e-05
picture VB 0.000211059518784
worthy JJ 8.62663906142e-05
f*ed VBN 0.000252143217347
super RB 0.00101569713758
http://www.caribbean-cruising.net ADD 0.00342465753425
nissan NNP 0.000160655474335
appointments NNS 0.000237107291049
hehehe UH 0.00145137880987
mtm NNP 0.000160655474335
finished JJ 0.000258799171843
ye PRP 0.000164028540966
yousef NNP 0.000160655474335
dig VB 0.000105529759392
entrée NN 3.71581450654e-05
sonya NNP 8.03277371676e-05
living NN 0.000222948870392
strengthen VB 0.000949767834529
predominantly RB 0.000277008310249
runaround NN 3.71581450654e-05
70.85 CD 0.00025025025025
net NN 0.000334423305589
scramble NN 3.71581450654e-05
accountant NN 3.71581450654e-05
abt IN 4.8257890165e-05
feelings NNS 0.000118553645525
forwarded VBN 0.000504286434695
evening NN 0.000668846611177
stony NNP 8.03277371676e-05
forwarded VBD 0.000370164723302
08:50:01 CD 0.00025025025025
ronn NNP 0.000240983211503
talking VBG 0.00720720720721
tosses VBZ 0.000218435998253
place VBD 0.000185082361651
selected VBD 0.000185082361651
pst NNP 0.000240983211503
infiltrators NNS 0.000118553645525
http://im.yahoo.com/ ADD 0.00342465753425
mcdonald NNP 0.000321310948671
travels NNPS 0.00401606425703
attributing VBG 0.0003003003003
margaritas NNS 0.000118553645525
toying VBG 0.0003003003003
walk VB 0.00284930350359
rekindle VB 0.000105529759392
03:48 CD 0.000500500500501
hide VB 0.000527648796961
samuel NNP 0.00112458832035
order VBP 0.000930405656866
gdp NNP 0.000240983211503
4.98 CD 0.00025025025025
network NN 0.000408739595719
exposed VBN 0.00151285930408
gravel NN 3.71581450654e-05
boost NN 3.71581450654e-05
style VB 0.000211059518784
fingered VBN 0.000504286434695
prc NN 7.43162901308e-05
spaces NNS 0.000237107291049
murdering NN 3.71581450654e-05
gaps NNS 0.000237107291049
e GW 0.00340136054422
say UH 0.00435413642961
yelp NNP 8.03277371676e-05
mtm NN 3.71581450654e-05
fitting JJ 8.62663906142e-05
sectarian JJ 0.000172532781228
forces NNS 0.00379371665679
unlimited NNP 0.000160655474335
eaiser JJR 0.00198807157058
governments NNS 0.000474214582098
02:34 CD 0.00025025025025
river NNP 0.000562294160174
research NN 0.000594530321046
mob. NN 3.71581450654e-05
clinic NNP 8.03277371676e-05
galloping VBG 0.0003003003003
themselves PRP 0.00205035676208
worht JJ 8.62663906142e-05
fce NNP 8.03277371676e-05
send VB 0.00590966652596
kenneth NNP 0.000321310948671
set JJ 0.000948930296756
proverbial JJ 8.62663906142e-05
july NNP 0.00345409269821
vapor NN 3.71581450654e-05
incentives NNS 0.000118553645525
venues NNS 0.000118553645525
photography NN 0.000148632580262
allegedly RB 0.000461680517082
cowboy NN 3.71581450654e-05
gstrathmann@mediaone.net ADD 0.00342465753425
globalflash NNP 8.03277371676e-05
blogger NNP 8.03277371676e-05
gold NN 3.71581450654e-05
dilemma NN 3.71581450654e-05
ck VB 0.000105529759392
cutter NN 3.71581450654e-05
platform NN 7.43162901308e-05
millions NNS 0.000592768227623
mangers NNS 0.000118553645525
akin NNP 8.03277371676e-05
contract VB 0.000105529759392
price VB 0.000105529759392
pines NNS 0.000118553645525
faltered VBD 0.000185082361651
intel NNP 8.03277371676e-05
signature NN 0.000297265160523
rate NN 0.00126337693222
alt.animals.dog NN 3.71581450654e-05
circulating VBG 0.0003003003003
blood NNP 8.03277371676e-05
accumulate VB 0.000105529759392
info. NN 3.71581450654e-05
spirit NN 0.000185790725327
push VBP 0.000186081131373
intellectual NN 3.71581450654e-05
der NNP 8.03277371676e-05
wheels NNS 0.000355660936574
preserve VB 0.000316589278176
throws VBZ 0.000218435998253
ingrown JJ 0.000172532781228
'll MD 0.0452337583485
harshly RB 0.000184672206833
bodies NNS 0.000829875518672
guilds NNS 0.000237107291049
rule VB 0.000211059518784
prescribe VB 0.000211059518784
homeopath NN 3.71581450654e-05
guides NNS 0.000118553645525
hughes NNP 0.000240983211503
pasted VBN 0.000504286434695
leaps NNS 0.000118553645525
chicken NN 0.000520214030916
spadework NN 3.71581450654e-05
pasted VBD 0.000185082361651
202.429.1700 CD 0.00025025025025
abou IN 4.8257890165e-05
congratulated VBD 0.000185082361651
reachable JJ 8.62663906142e-05
09:14 CD 0.000500500500501
gud JJ 8.62663906142e-05
markings NNS 0.000118553645525
1542 CD 0.00025025025025
’ POS 0.00438596491228
surrender NN 7.43162901308e-05
retaking VBG 0.0003003003003
plover NN 3.71581450654e-05
2.4 CD 0.00025025025025
tori NNP 0.000160655474335
signs NNS 0.00154119739182
wheat NN 3.71581450654e-05
high NNP 0.000240983211503
deffly RB 9.23361034164e-05
study VBP 0.000186081131373
meaning VBG 0.0015015015015
06:16 CD 0.00025025025025
cannes NNP 8.03277371676e-05
got VBP 0.000186081131373
older JJR 0.0258449304175
if NNP 8.03277371676e-05
buddakan NNP 8.03277371676e-05
union NN 0.000222948870392
foresaw VBD 0.000185082361651
sat VBD 0.00111049416991
10/27/2000 CD 0.00025025025025
laundromats NNS 0.000118553645525
advise NN 3.71581450654e-05
emma NNP 0.000160655474335
.... , 0.00484051135658
mainly RB 0.000738688827331
soups NNS 0.000237107291049
continental JJ 0.000172532781228
rides NNS 0.000118553645525
>----------------------------------------------------------------------------| NFP 0.00591715976331
controversial JJ 0.000258799171843
got VBN 0.00378214826021
shops NNS 0.00106698280972
counterparty NN 0.0009661117717
hatch VB 0.000105529759392
vetri NNP 8.03277371676e-05
tattoo NN 0.000185790725327
rail NN 0.000111474435196
itself PRP 0.00196834249159
quixote NNP 0.000160655474335
seas NNPS 0.0180722891566
golden JJ 0.000690131124914
for IN 0.0883601968922
intents NNS 0.000118553645525
y WRB 0.00115074798619
refuse VB 0.000105529759392
pekin NN 3.71581450654e-05
needles NNS 0.000118553645525
airport NN 0.000260107015458
shock NN 3.71581450654e-05
horton NNP 0.000160655474335
gestures NNS 0.000118553645525
bud NNP 0.000160655474335
tavern NN 7.43162901308e-05
vomiting NN 3.71581450654e-05
disgruntled JJ 8.62663906142e-05
nymex NNP 0.000321310948671
online NN 0.000148632580262
many NN 3.71581450654e-05
prefere VB 0.000105529759392
canan NNP 8.03277371676e-05
uth's NNS 0.000118553645525
lope NN 7.43162901308e-05
seeing VBG 0.00720720720721
blame VB 0.000105529759392
prickly JJ 8.62663906142e-05
visitors NNS 0.000829875518672
electronics NNS 0.000118553645525
state NNP 0.000883605108844
eyes NNS 0.00106698280972
googlenut NNP 0.000240983211503
guaranteed VBN 0.00126071608674
roundtable NN 3.71581450654e-05
squeezed VBD 0.000185082361651
cod NNP 8.03277371676e-05
tyburn NNP 8.03277371676e-05
videos NNS 0.000474214582098
routes NNS 0.000237107291049
build VBP 0.000186081131373
juggling NN 3.71581450654e-05
overcharge VB 0.000105529759392
wolens NNPS 0.00200803212851
celebrity NN 3.71581450654e-05
northwest JJ 0.000172532781228
non-violence NN 3.71581450654e-05
criticized VBD 0.000185082361651
scrub VBP 0.000186081131373
patient NN 0.000297265160523
stumping VBG 0.0003003003003
supporter NN 0.000148632580262
decide VB 0.00105529759392
lbj NNP 8.03277371676e-05
negotiation NN 7.43162901308e-05
vegetarian JJ 0.000172532781228
park NN 0.000111474435196
grabbing VBG 0.000600600600601
software NN 0.000260107015458
gus NNP 8.03277371676e-05
hate NN 3.71581450654e-05
recommended VBN 0.00252143217347
amount NNP 8.03277371676e-05
c'm VB 0.000105529759392
insured VBN 0.000252143217347
documents NNS 0.00154119739182
proposal.xls NN 3.71581450654e-05
installed VBD 0.000185082361651
romanick NNP 0.000160655474335
beast NNP 0.000240983211503
anti-american JJ 8.62663906142e-05
over GW 0.0136054421769
mma NN 7.43162901308e-05
keep VB 0.00844238075137
viola NNP 8.03277371676e-05
education NN 0.000706004756243
dipping VBG 0.0003003003003
fluid JJ 8.62663906142e-05
detroit NNP 8.03277371676e-05
beardies NNS 0.000237107291049
rolls VBZ 0.000218435998253
independent NNP 0.000160655474335
iis VBZ 0.000218435998253
dept NNP 8.03277371676e-05
olbina NNP 8.03277371676e-05
cleaners NNS 0.000237107291049
grow VBP 0.000186081131373
bilked VBN 0.000252143217347
urgent JJ 0.000172532781228
17th NN 3.71581450654e-05
digest VB 0.000211059518784
from IN 0.0322845285204
drafted VBN 0.000252143217347
strife NN 7.43162901308e-05
commercial NN 3.71581450654e-05
suerat NNP 8.03277371676e-05
ees NN 3.71581450654e-05
drafted VBD 0.000555247084953
christians NNPS 0.0140562248996
delicacy NN 3.71581450654e-05
waste VB 0.00116082735331
miracle NNP 0.000160655474335
lackluster JJ 8.62663906142e-05
notice VBP 0.000186081131373
buffet NNP 8.03277371676e-05
bruised VBD 0.000185082361651
grandsons NNS 0.000118553645525
eats VBZ 0.000655307994758
cooler JJR 0.00198807157058
shenzhou NNP 0.000160655474335
parole NN 7.43162901308e-05
overt IN 4.8257890165e-05
production NNP 8.03277371676e-05
caucus NNP 8.03277371676e-05
mouth NN 0.000334423305589
rotation NN 7.43162901308e-05
shih NN 3.71581450654e-05
could MD 0.0880388585307
like IN 0.0115818936396
puttagenius NNP 8.03277371676e-05
yrs NNS 0.000237107291049
visualisations NNS 0.000237107291049
http://isc.enron.com/site ADD 0.00342465753425
bare JJ 8.62663906142e-05
reapply VB 0.000105529759392
